Time (ms),Brass 500 PSI,Brass 1600 PSI
6046,163.0249,790.2344
6047,163.3301,785.3516
6048,163.3301,789.2578
6049,163.3301,792.1875
6050,163.0249,785.3516
6051,163.6353,790.2344
6052,163.3301,792.1875
6053,163.6353,788.2813
6054,163.3301,787.3047
6055,163.6353,786.3281
6056,163.9404,787.3047
6057,163.6353,791.2109
6058,163.3301,790.2344
6059,163.6353,785.3516
6060,163.0249,790.2344
6061,163.0249,788.2813
6062,163.6353,789.2578
6063,163.3301,789.2578
6064,163.3301,786.3281
6065,163.6353,789.2578
6066,163.0249,792.1875
6067,163.0249,786.3281
6068,163.6353,785.3516
6069,163.6353,785.3516
6070,163.6353,787.3047
6071,163.0249,789.2578
6072,163.3301,787.3047
6073,163.6353,785.3516
6074,163.6353,789.2578
6075,163.0249,791.2109
6076,163.6353,788.2813
6077,163.3301,788.2813
6078,163.0249,792.1875
6079,163.3301,786.3281
6080,163.6353,792.1875
6081,163.0249,787.3047
6082,163.3301,786.3281
6083,163.6353,791.2109
6084,163.0249,789.2578
6085,163.6353,790.2344
6086,163.0249,791.2109
6087,163.6353,791.2109
6088,163.6353,789.2578
6089,163.6353,791.2109
6090,163.3301,787.3047
6091,163.6353,786.3281
6092,163.6353,794.1406
6093,163.3301,793.1641
6094,163.0249,791.2109
6095,163.6353,789.2578
6096,163.3301,788.2813
6097,163.6353,793.1641
6098,163.3301,791.2109
6099,163.3301,786.3281
6100,163.3301,788.2813
6101,163.6353,788.2813
6102,163.3301,789.2578
6103,163.6353,787.3047
6104,163.6353,799.0234
6105,163.6353,788.2813
6106,163.3301,794.1406
6107,163.3301,791.2109
6108,163.3301,786.3281
6109,163.6353,791.2109
6110,163.6353,788.2813
6111,163.6353,788.2813
6112,163.3301,786.3281
6113,163.0249,789.2578
6114,163.6353,789.2578
6115,163.3301,793.1641
6116,163.3301,791.2109
6117,163.6353,787.3047
6118,163.3301,788.2813
6119,163.6353,790.2344
6120,163.3301,792.1875
6121,163.6353,792.1875
6122,163.6353,786.3281
6123,163.6353,791.2109
6124,163.6353,794.1406
6125,163.3301,789.2578
6126,163.6353,794.1406
6127,163.6353,793.1641
6128,163.0249,791.2109
6129,163.0249,789.2578
6130,163.0249,789.2578
6131,163.3301,788.2813
6132,163.6353,793.1641
6133,163.3301,792.1875
6134,163.3301,787.3047
6135,163.0249,791.2109
6136,163.6353,788.2813
6137,163.6353,791.2109
6138,163.6353,792.1875
6139,163.6353,787.3047
6140,164.2456,791.2109
6141,163.6353,793.1641
6142,163.0249,788.2813
6143,163.9404,789.2578
6144,163.6353,789.2578
6145,163.6353,791.2109
6146,163.3301,792.1875
6147,163.0249,788.2813
6148,163.3301,788.2813
6149,163.3301,793.1641
6150,163.3301,792.1875
6151,163.3301,791.2109
6152,163.6353,793.1641
6153,163.0249,793.1641
6154,163.6353,789.2578
6155,163.3301,792.1875
6156,163.6353,788.2813
6157,163.9404,789.2578
6158,163.6353,793.1641
6159,163.3301,789.2578
6160,163.3301,793.1641
6161,163.0249,791.2109
6162,163.3301,792.1875
6163,163.6353,793.1641
6164,163.3301,788.2813
6165,163.6353,789.2578
6166,163.6353,793.1641
6167,163.0249,792.1875
6168,163.6353,789.2578
6169,163.6353,788.2813
6170,163.6353,790.2344
6171,163.6353,791.2109
6172,163.3301,789.2578
6173,163.6353,787.3047
6174,163.9404,791.2109
6175,163.3301,795.1172
6176,163.3301,791.2109
6177,163.9404,791.2109
6178,163.3301,793.1641
6179,163.0249,790.2344
6180,163.6353,793.1641
6181,163.0249,789.2578
6182,163.6353,788.2813
6183,163.3301,794.1406
6184,163.0249,791.2109
6185,163.6353,795.1172
6186,163.3301,792.1875
6187,163.6353,794.1406
6188,163.9404,793.1641
6189,163.6353,791.2109
6190,163.6353,788.2813
6191,163.9404,791.2109
6192,163.0249,795.1172
6193,163.3301,793.1641
6194,163.6353,789.2578
6195,163.6353,789.2578
6196,163.0249,789.2578
6197,163.3301,795.1172
6198,163.0249,789.2578
6199,163.3301,787.3047
6200,163.6353,794.1406
6201,163.0249,789.2578
6202,163.6353,788.2813
6203,163.6353,793.1641
6204,163.6353,793.1641
6205,166.9922,795.1172
6206,163.3301,794.1406
6207,163.6353,789.2578
6208,163.3301,790.2344
6209,163.6353,796.0938
6210,163.6353,791.2109
6211,163.0249,796.0938
6212,163.6353,792.1875
6213,163.3301,791.2109
6214,163.6353,795.1172
6215,163.6353,792.1875
6216,163.3301,788.2813
6217,163.6353,793.1641
6218,163.0249,795.1172
6219,163.0249,795.1172
6220,163.6353,791.2109
6221,163.6353,792.1875
6222,163.9404,794.1406
6223,163.6353,796.0938
6224,163.0249,791.2109
6225,163.6353,790.2344
6226,163.6353,791.2109
6227,163.0249,790.2344
6228,163.6353,791.2109
6229,163.6353,795.1172
6230,163.6353,791.2109
6231,163.0249,796.0938
6232,163.0249,794.1406
6233,163.6353,789.2578
6234,163.6353,794.1406
6235,163.6353,789.2578
6236,163.6353,791.2109
6237,163.6353,792.1875
6238,163.3301,791.2109
6239,163.9404,793.1641
6240,163.6353,797.0703
6241,163.6353,794.1406
6242,163.9404,789.2578
6243,163.3301,793.1641
6244,163.6353,795.1172
6245,163.0249,795.1172
6246,163.6353,794.1406
6247,163.6353,789.2578
6248,163.6353,796.0938
6249,163.0249,797.0703
6250,163.3301,789.2578
6251,163.6353,796.0938
6252,163.3301,794.1406
6253,163.6353,791.2109
6254,163.6353,793.1641
6255,163.6353,789.2578
6256,163.9404,791.2109
6257,163.6353,797.0703
6258,163.3301,793.1641
6259,163.6353,790.2344
6260,163.6353,792.1875
6261,163.6353,790.2344
6262,163.6353,792.1875
6263,163.6353,794.1406
6264,163.6353,789.2578
6265,163.6353,792.1875
6266,163.3301,797.0703
6267,163.0249,790.2344
6268,163.9404,789.2578
6269,163.6353,791.2109
6270,163.6353,793.1641
6271,163.6353,794.1406
6272,163.6353,789.2578
6273,163.9404,789.2578
6274,163.6353,794.1406
6275,167.9077,796.0938
6276,163.3301,794.1406
6277,163.6353,794.1406
6278,163.3301,795.1172
6279,163.6353,791.2109
6280,163.0249,795.1172
6281,163.3301,789.2578
